RegionName,StateName,Metro,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,2013,2014,2015,2016,2017,2018,2019,2020
Nash County,NC,Rocky Mount,114968,115218,115422,115472,115507,115527,115502,115349,115164,115021,115004,115081,115513,116009,116478,116623,116801,117081,117312,117521,117660,117829,118047,118259,117433,116588,115765,115942,116042,116104,116204,116386,116593,116768,116901,117008,117592,118208,118863,119015,119216,119364,119578,119844,120151,120478,120662,120870,121359,122006,122616,122972,123262,123637,124019,123961,123885,123808,124273,124777,124969,124679,124378,124518,125026,125520,125956,126755,127695,128453,128401,128343,128477,129328,130158,130926,131676,132386,133202,134029,134821,134896,135164,135458,136474,137128,137771,138417,139032,139813,140674,141564,142545,144324,146401,148608,115269.5833,117094.4167,116477.8333,129237.4167,123381.25,126224.4167,132543.4167,141062.5833
Flagler County,FL,Deltona-Daytona Beach-Ormond Beach,151873,153026,153719,154409,156136,157963,160731,162283,163563,165075,167265,169745,172048,174280,175953,177428,178324,178470,178657,179387,181072,181587,181646,181477,181546,182058,183010,183851,184991,186469,187965,189316,189942,191353,192656,194012,195396,195930,196420,197213,198341,199890,200951,202053,203410,204615,206053,207492,208719,210447,212162,214070,215310,215518,215620,216265,217055,217872,218537,219159,219921,220854,221596,221643,222117,223735,226023,227505,228103,228093,228345,228691,229848,231244,232334,233647,233812,234566,235220,236177,236925,236947,237388,238010,238662,238456,238675,239096,240415,241019,241479,242065,243283,245461,247325,249142,159649,178360.75,187264.0833,216814.6667,215061.1667,224718.8333,234676.5,242089.8333
Portsmouth City,VA,Virginia Beach-Norfolk-Newport News,129903,129612,130355,132401,135045,137332,138144,140253,141366,141655,141042,143041,146505,146981,145974,142414,141271,139822,141148,140711,141844,142783,144860,143676,142561,144092,147015,150992,152678,154671,153906,153568,152333,151989,151152,151674,151427,149952,147834,145962,144515,143271,143527,144401,146038,147179,148170,148569,148915,150096,151280,152487,153350,154348,154711,154924,154739,154877,155224,156130,157048,157324,157688,157767,158552,158686,159169,159070,159068,158849,158659,158484,158245,158261,158673,159877,161046,162348,163539,164788,165426,165805,166425,167502,168884,170401,171496,172273,172957,174024,175261,176953,179335,182184,184983,187536,136679.0833,143165.75,150552.5833,159376.5833,153423.4167,158363.6667,162661.25,176357.25
Madison County,MS,Jackson,204755,206078,206754,207405,207434,207655,207354,207290,207033,207536,208025,208346,207572,207032,206699,206570,206177,205922,206308,207409,208683,209707,210403,210808,211460,211946,212609,213435,214588,215636,216209,216159,215736,215374,215177,215353,215272,215003,214415,213887,213513,213307,213447,213717,214445,215062,215817,216076,216463,216941,217648,218447,219189,219943,220478,220990,220949,221135,221322,221930,222429,222664,223140,223488,223776,223823,223843,224072,224866,225558,225956,225578,225113,225234,225482,225908,226222,226877,227670,228158,228241,228328,228578,229415,230422,231323,231940,232537,233339,234073,234835,235819,237021,238309,239697,241027,207138.75,207774.1667,214473.5,232442.8333,219619.5833,224099.4167,227102.1667,235028.5
Sutter County,CA,Yuba City,193494,195738,197836,200253,202672,205191,207799,210776,213586,216355,218517,220238,222207,223718,225189,225752,226614,227458,228619,228392,228129,227857,228468,228736,229187,229568,229856,229457,229677,230481,231098,231744,232288,232625,233860,236037,236617,238305,240553,246129,248464,249298,249072,251295,254315,257199,258873,259974,264178,266443,268427,267789,271848,277030,281754,284420,285960,289520,292109,295678,295824,298623,301244,304052,303204,302986,305402,307543,308885,308541,310690,312154,314295,315492,315085,314712,315167,317005,319248,321489,324420,326688,327348,326883,326742,326592,328708,331255,334204,335781,336075,337170,338645,341376,344693,349390,206871.25,226761.5833,231323.1667,268844.25,278763,304929,319819.3333,335885.9167
Dougherty County,GA,Albany,64376,64686,64974,65212,65471,65737,66038,66340,66607,66919,67206,67563,67908,68272,68628,68954,69260,69585,69848,70127,70409,70698,70981,71202,71352,71488,71655,71939,72277,72578,72860,73069,73320,73584,73877,74168,74434,74714,74924,75101,75252,75423,75640,75911,76155,76417,76672,76909,77115,77215,77388,77618,77832,78037,78158,78342,78559,78779,79032,79312,79746,80136,80494,80656,80824,80890,81040,81187,81364,81490,81669,81981,82249,82443,82560,82735,82976,83299,83648,84015,84296,84529,84143,83599,82950,82794,82635,82537,82435,82377,82327,82302,82377,82570,83254,84066,65927.41667,69656,72680.58333,81810,78115.58333,80956.41667,83374.33333,82718.66667
Northumberland County,PA,Sunbury,84563,84745,84837,84931,84922,85071,85218,85355,85356,85372,85473,85640,85767,85920,86164,86454,86740,86914,87080,87307,87666,88047,88334,88529,88759,88966,89156,89331,89589,89866,90195,90486,90749,90974,91273,91700,92061,92444,92739,93071,93342,93685,94034,94389,94672,95018,95399,95762,96183,96558,96980,97363,97732,98119,98459,98857,99246,99599,99863,100139,100459,100859,101235,101618,101993,102354,102743,103113,103521,103871,104221,104592,104989,105407,105802,106248,106709,107329,107868,108561,108945,109164,108908,108813,108833,109093,109291,109514,109820,110102,110533,110935,111652,112633,114112,115580,85123.58333,87076.83333,90087,101526.3333,98258.16667,102548.25,107395.25,111008.1667
Montgomery County,VA,Blacksburg-Christiansburg-Radford,189127,189253,189551,189308,188680,187685,186838,186098,185466,185151,184914,185099,185327,185356,185674,186087,186359,186376,185866,185767,185569,185481,185211,184907,184770,184983,184833,184690,184668,184918,185394,185689,186076,186226,186375,186374,186435,186476,186666,186948,187208,187646,188147,188652,189013,189392,189947,190626,191192,191640,192156,192712,193280,193819,194391,195028,195734,196637,197775,198851,199671,200190,200671,201292,201887,202453,202827,203302,203889,204875,205957,207175,208326,209656,210883,212063,213373,214675,216112,217527,219004,219516,218590,217632,217257,217727,217978,218288,218662,219238,219973,220838,221782,223422,226294,229383,187264.1667,185665,185416.3333,203627.5,194434.5833,202849.0833,214779.75,220903.5
Wayne County,NY,Rochester,114686,115282,115713,115593,115501,115439,115273,114806,114266,113790,113438,113207,113310,113541,113389,113192,113045,113040,113106,113388,113749,113958,113986,114085,114021,113797,113638,113628,113512,113510,113512,114005,114741,115325,115498,115196,114783,114365,114742,115407,116494,117090,117698,116986,116245,116132,117311,118731,120512,122375,123822,124436,124473,124760,125207,126432,127484,127982,128035,128330,128893,129237,129170,129428,130030,131004,131907,132933,133667,134319,134843,135358,135661,136013,136532,136900,137447,138620,139695,140633,140994,141730,142228,142482,142740,142937,143517,144240,144792,144673,144668,144623,145254,145774,146633,147652,114749.5,113482.4167,114198.5833,125931.6667,125320.6667,131732.4167,139077.9167,144791.9167
Dubuque County,IA,Dubuque,147126,147095,146995,147267,147405,147608,147805,148166,148552,148970,149352,149748,151461,153271,155264,156072,156813,157280,157727,157789,157997,158076,158586,159022,158983,158829,158598,158909,159358,159963,160423,161004,161404,161836,161929,162114,162229,162180,162295,162548,163082,163543,164005,164528,164969,165527,165957,166351,166655,167206,168214,169289,170296,171085,171532,171746,171848,172277,172899,173396,173726,174113,173280,172657,171437,170954,171341,172133,173472,173872,174430,175419,176594,177833,179035,179621,180376,180788,181383,181846,181906,182348,182622,183211,183670,184015,184727,185810,187068,188284,188977,189624,190353,191238,192183,192734,148007.4167,156613.1667,160279.1667,177444,170536.9167,173069.5,180630.25,188223.5833
Rockingham County,NC,Greensboro-High Point,80629,80678,80702,80754,80793,80853,80901,80965,81017,81079,81186,81342,81486,81627,81785,81953,82182,82432,82706,82968,83240,83531,83840,84135,84397,84623,84875,85139,85363,85509,85607,85748,85911,86085,86201,86352,86589,86884,87205,87538,87820,87939,87989,88037,88266,88527,88794,89012,89307,89714,90008,90193,90543,91408,92622,93706,94436,94955,95562,96109,96585,96924,97244,97457,97767,98013,98204,98575,98956,99646,100335,101503,102365,103201,103913,105202,105936,106450,106625,107080,107691,108232,108242,108302,108625,109475,110214,110653,111518,112564,113919,115089,116320,117614,119462,121175,80908.25,82657.08333,85484.16667,95079.33333,92380.25,98434.08333,106103.25,113885.6667
Sumter County,FL,The Villages,201124,202413,202928,202711,204460,205452,207361,209559,213544,217135,219741,221748,224244,226939,230788,233860,235278,236705,238327,240311,240973,241248,242485,243124,243075,242618,241941,242648,243665,244436,243671,242674,241727,241231,239662,238919,239079,239857,239670,238603,237558,237544,238326,239055,239805,240785,242541,243691,243617,244005,244865,246361,246657,246690,246772,247184,247857,248496,249045,249785,251011,251820,253192,254170,256414,258267,260192,261583,262957,264282,265797,267836,269841,271168,271773,272545,273460,274350,275215,276927,278705,280436,281198,281651,282255,283765,285227,286627,287492,288578,289570,290071,290450,290868,291899,292832,209014.6667,236190.1667,242188.9167,259619.4167,246777.8333,258960.0833,275605.75,288302.8333
Geauga County,OH,Cleveland-Elyria,190255,190307,190255,190312,190577,190895,191236,191527,191875,192286,192628,192984,193502,194152,194839,195554,196165,196770,197299,197759,198098,198322,198695,199267,199918,200578,201222,201707,202260,202822,203423,204137,204710,205277,205751,206218,206833,207312,207914,208418,209003,209641,210309,210955,211558,212281,213020,213878,214363,214986,215659,216478,217167,217937,219018,220151,221690,223188,224733,225685,226633,227630,228336,229610,230774,231617,231773,232017,232599,233420,234179,235239,236192,237407,238722,239816,240526,241360,242447,243899,244911,246282,246563,246666,246200,246232,246578,246836,247574,248495,249640,250592,251780,252738,254734,257051,191261.4167,196701.8333,203168.5833,227278.3333,219254.5833,231152.25,242065.9167,249870.8333
Pottawattamie County,IA,Omaha-Council Bluffs,121586,121771,121908,121969,121997,122060,122109,122189,122284,122319,122358,122418,122446,122558,122725,123015,123254,123405,123570,123754,124065,124379,124700,124971,125353,125676,125887,126010,126201,126405,126631,126830,127349,127959,128571,128752,128804,128844,128961,129035,129194,129602,129927,130184,129348,128452,127652,127684,127813,127790,127868,128061,128349,129295,130225,130923,131293,131662,132110,132256,132591,133253,134204,135020,136128,135032,134062,132792,133705,134761,135732,136772,137638,138542,139026,139290,138470,138398,138352,139589,140236,141385,142323,143208,143826,144487,145334,146407,148163,150264,152296,153515,154235,154506,155030,155659,122080.6667,123570.1667,126802,139703.25,129803.75,134504.3333,139704.75,150310.1667
Marshall County,AL,Albertville,95846,95620,95525,95575,95750,95955,96126,96340,96624,96679,97056,97319,97732,97861,97971,98138,98508,98852,99196,99632,100132,100283,100256,100321,100710,101253,101669,102136,102468,102719,102892,103100,103456,105084,106853,108498,108960,109292,109676,110029,110553,111354,112136,112642,112852,112421,111704,111004,110993,111288,111718,111909,112155,112353,113007,113600,114103,114346,115134,116079,117028,117688,118118,118842,119044,119155,118863,119528,120727,121795,122398,122692,123579,124679,125882,126400,126561,126785,127237,127416,127449,128184,129626,130649,131060,130990,131573,132691,134451,136342,138314,140177,142071,143735,145174,147340,96201.25,99073.5,103403.1667,120093.4167,113057.0833,119656.5,127037.25,137826.5
Lauderdale County,AL,Florence-Muscle Shoals,108356,108731,109202,109677,109948,110033,110084,110272,110372,110275,110100,109765,109689,109422,109270,108841,108473,108394,108417,108787,109026,109354,109525,110162,110745,111206,111290,111372,111557,111593,111511,110909,110534,110427,110694,110784,110635,110584,110582,110875,111091,111432,111877,112740,113422,113793,113765,113810,113988,114243,114558,114847,115254,115818,116295,116504,116705,117063,117572,117836,118201,118713,119392,120042,120694,121395,122059,122702,123098,123491,123711,124024,124289,124531,124875,125092,125114,125475,125658,126646,127013,127715,127755,128058,128229,128605,128918,129402,130104,130578,131325,131594,132574,133374,134871,136285,109734.5833,109113.3333,111051.8333,121282.5,115890.25,121460.1667,126018.4167,131321.5833
Tuscarawas County,OH,New Philadelphia-Dover,97794,97903,97978,98128,98324,98565,98804,99100,99401,99688,99942,100276,100655,101087,101536,102031,102501,102883,103274,103591,103987,104343,104810,105192,105641,106033,106492,106810,107119,107420,107660,107987,108261,108667,108959,109214,109378,109593,109864,110292,110729,111249,111833,112423,113037,113579,114170,114778,115425,116059,116606,117113,117638,118155,118660,119295,119765,120396,121056,122067,123135,123726,124162,124520,125149,125693,126217,127024,127500,127964,128491,129786,131259,131588,131537,131440,132042,132719,133511,132938,133537,132018,130937,127708,125445,124458,123981,123715,123030,122574,122290,123023,123375,125464,127616,131310,98825.25,102990.8333,107521.9167,120844.9167,118519.5833,126113.9167,131769.5,124690.0833
Bowie County,TX,Texarkana,91310,91758,92186,92676,93176,93804,94483,95072,95377,95290,94830,94706,95189,95922,96526,96974,97337,97487,97390,97537,97724,98163,98760,99395,99821,100120,100530,100867,101188,101354,101983,102459,103362,104043,104723,105071,105212,105454,105720,106114,106563,107236,107690,108166,108357,108595,108749,109078,109675,110187,110582,111037,111422,111788,112185,112778,113218,113571,114035,114686,115085,115553,116047,116546,116774,117159,117538,117816,118093,118498,118933,119221,119454,119874,120390,121030,121755,122222,122509,122902,123424,123929,123933,123907,124042,124169,124162,124035,123998,124089,124327,124491,124598,124666,125080,125552,93722.33333,97367,102126.75,116000.4167,112097,117271.9167,122110.75,124434.0833
Orangeburg County,SC,Orangeburg,80017,79940,79944,79960,79944,79948,79958,79972,80005,80071,80149,80273,80410,80617,80846,81093,81379,81616,81870,82153,82414,82683,82971,83342,83700,84026,84324,84604,84823,85030,85200,85430,85716,86039,86305,86515,86840,87167,87420,87604,87807,88043,88319,88517,88689,88758,88932,89132,89301,89460,89706,90061,90504,90882,91302,91597,91920,92283,92757,93167,93441,93621,93716,93805,93850,94031,94225,94585,94907,95394,95798,96330,96778,97130,97466,97716,97957,98184,98512,99044,99416,99416,98777,98223,97850,97947,97950,98022,98147,98284,98385,98340,98493,98913,99905,100866,80015.08333,81782.83333,85142.66667,95311.91667,91078.33333,94475.25,98218.25,98591.83333
Roanoke County,VA,Roanoke,166631,166912,167158,167431,167678,167870,168054,168270,168599,168927,169269,169696,170324,170928,171525,171915,172369,172571,172818,173224,173868,174606,175169,175650,176163,176601,177065,177388,177694,178719,179838,180662,180762,180658,180846,181073,181024,181126,181195,181740,182295,182764,182989,183238,183711,184335,184801,185025,185466,186048,186783,187434,188058,188338,188674,188999,189495,189897,190418,190938,191445,191706,191851,192103,192410,193050,193656,194099,194366,194460,194565,195591,196881,198362,199608,200223,200882,201189,201832,202555,203045,203671,204414,205524,206684,207951,208941,210478,212043,213851,215459,217144,219135,221216,223285,224685,168041.25,172913.9167,178955.75,197943,188379,193275.1667,201515.5,215072.6667
Laramie County,WY,Cheyenne,208689,209609,210383,211300,212007,211312,210836,211025,212764,214397,215993,216169,216714,217082,218560,219716,220557,221079,222115,222771,223454,223073,223267,223952,224847,225657,225605,226157,227231,229172,230888,233559,235045,236552,236992,237813,238448,239398,240509,241285,241913,242576,243578,242719,241743,241286,242651,243701,244591,245227,246278,247166,247730,248025,248151,250295,252982,255657,256624,257495,258777,261044,262228,263918,264707,266490,267341,267635,268087,268997,271312,272832,274034,273857,275172,276319,278346,279670,282152,284538,286781,289761,290797,293081,294012,296892,298583,300061,301230,302356,302904,303259,303334,302380,302283,301389,212040.3333,221028.3333,230793.1667,261468.3333,250018.4167,266114,282042.3333,300723.5833
